seq,xcol, ycol
3027,0.0, 1551.3312
3028,863.4172, 373.90698
3029,1516.3762, 576.3428
3030,521.2932, 466.21622
3031,2165.2446, 4824.935
3032,0.0, 5746.542
3033,2661.9814, 2810.739
3034,198.77324, 1962.4685
3035,2357.8467, 3859.6829
3036,2746.8262, 4709.751
3037,1496.184, 744.0456
3038,3497.3145, 6372.268
3039,292.5692, 5981.1606
3040,4755.137, 1309.6228
3041,0.0, 4873.554
3042,0.0, 1346.2268
3043,1041.3499, 594.2275
3044,0.0, 510.27997
3045,317.38873, 378.0416
3046,1000.34186, 473.10226
3047,0.0, 587.3491
3048,772.878, 532.3054
3049,1621.0581, 6352.2007
3050,842.8509, 3412.9375
3051,2378.8862, 3335.735
3052,3575.354, 5335.0205
3053,1061.8406, 1638.4492
3054,2027.5343, 1359.7721
3055,864.788, 4212.288
3056,2904.6555, 5472.8145
3057,1078.2264, 3473.7122
3058,2303.0386, 5383.7437
3059,2023.6423, 525.4229
3060,1560.732, 482.74207
3061,11.0474205, 1234.9242
3062,2251.531, 837.3654
3063,149.09714, 1029.0511
3064,1858.857, 6354.2026
3065,936.0291, 4292.6235
3066,1262.1074, 4032.247
3067,1.3809533, 492.38107
3068,383.55423, 2664.3013
3069,0.0, 448.31067
3070,1858.857, 3061.7812
3071,249.81557, 811.30334
3072,1020.8502, 2207.2476
3073,1791.4982, 533.6819
3074,1772.9485, 2418.2744
3075,2722.9585, 6277.9116
3076,3125.2498, 4327.9663
3077,0.0, 442.80075
3078,544.6928, 636.86237
3079,2552.5588, 4969.9604
3080,255.33278, 524.0464
3081,687.72284, 4571.5347
3082,2240.1707, 5643.4224
3083,1358.4178, 1478.6691
3084,2759.2603, 5659.243
3085,3562.045, 2430.524
3086,176.69653, 3865.3987
3087,893.5688, 455.19772
3088,2462.2366, 5831.7437
3089,1617.0424, 3184.9116
3090,1611.6866, 1655.8234
3091,0.0, 998.9743
3092,0.0, 657.48505
3093,0.0, 1754.3748
3094,1917.9913, 4844.265
3095,2143.516, 724.81793
3096,3201.8943, 5075.6113
3097,0.0, 4166.543
3098,0.0, 1059.109
3099,135.29602, 1650.4794
3100,4215.4067, 6426.382
3101,2087.0066, 4484.1045
3102,2004.1593, 3631.4639
3103,2316.7874, 6426.3687
3104,6190.0527, 3539.5562
3105,491.00412, 579.0945
3106,0.0, 446.9332
3107,74.5606, 602.4809
3108,2854.806, 2659.6604
3109,3797.0825, 2820.7112
3110,0.0, 2354.126
3111,2176.7231, 5489.239
3112,0.0, 451.06552
3113,1427.3962, 1067.3032
3114,1482.7122, 415.24753
3115,4492.6406, 5288.176
3116,2410.9111, 4307.713
3117,3005.7327, 6653.862
3118,0.0, 1093.2415
3119,2070.2388, 3917.062
3120,4927.263, 5589.811
3121,3797.0825, 1168.2355
3122,285.6742, 471.7251
3123,1340.8069, 4957.0664
3124,3222.443, 5748.226
3125,3332.2532, 5489.1147
3126,0.0, 3659.2761
3127,2623.4976, 1462.4896
3128,661.609, 4288.0054
3129,1351.6458, 477.2337
3130,0.0, 1035.8842
3131,1958.5514, 1377.371
3132,515.78674, 479.9879
3133,782.48627, 650.6113
3134,682.2259, 1283.8376
3135,929.1828, 2044.3807
3136,1319.1172, 2111.4553
3137,3002.636, 5388.205
3138,3136.938, 6305.401
3139,2071.5298, 680.85156
3140,1795.4698, 3470.535
3141,3022.1797, 5166.6177
3142,2725.239, 5819.5845
3143,1046.815, 866.1588
3144,1281.1222, 5844.546
3145,4036.0767, 5573.0806
3146,1363.8344, 510.27997
3147,270.50418, 3416.2434
3148,5166.1025, 5890.6196
3149,833.25104, 6217.0913
3150,526.7995, 464.83896
3151,118.73349, 892.19855
3152,530.92896, 1165.5109
3153,3691.8167, 2509.4243
3154,3022.1797, 5172.664
3155,0.0, 433.1578
3156,2692.0251, 2265.39
3157,0.0, 1804.7327
3158,2809.629, 5223.1733
3159,1082.322, 3747.2842
3160,2554.9429, 5663.724
3161,3326.1418, 5451.2837
3162,118.73349, 6048.4434
3163,6225.4985, 6603.2095
3164,511.65668, 495.13495
3165,1155.9734, 4498.64
3166,1493.4902, 804.44324
3167,3689.1392, 546.0691
3168,2968.3062, 4843.261
3169,842.8509, 3877.2983
3170,1966.3842, 1053.6454
3171,1817.9545, 3829.4402
3172,5366.784, 776.99603
3173,0.0, 853.8204
3174,0.0, 394.57883
3175,2975.629, 5531.8047
3176,653.3609, 794.8379
3177,0.0, 5821.9917
3178,62.135426, 4453.5864
3179,481.365, 376.66342
3180,0.0, 466.21622
3181,2090.8716, 5571.938
3182,2254.053, 3929.9705
3183,1065.9376, 3682.4185
3184,524.0464, 851.0782
3185,2846.0454, 2175.4487
3186,0.0, 690.4712
3187,3401.3093, 6573.4585
3188,2602.3447, 579.0945
3189,814.0472, 1653.1516
3190,0.0, 4915.474
3191,1515.0308, 2044.3807
3192,2493.7468, 4513.6978
3193,150.47719, 5207.8994
3194,1567.4442, 6033.5557
3195,0.0, 889.45807
3196,306.3583, 459.32977
3197,1584.8853, 4267.4404
3198,2160.1375, 5536.7773
3199,2701.2192, 4033.2058
3200,2846.0454, 5798.8467
3201,737.17914, 2945.1506
3202,1226.765, 3290.7793
3203,6520.1997, 778.3686
3204,0.0, 402.8467
3205,3219.6545, 5831.708
3206,678.1029, 395.95685
3207,0.0, 748.1652
3208,0.0, 492.38107
3209,3115.4583, 6372.3867
3210,2832.8547, 4526.889
3211,0.0, 849.70703
3212,0.0, 2619.9797
3213,5807.665, 1611.6866
3214,0.0, 3351.3108
3215,321.52493, 805.8153
3216,264.98746, 1485.4072
3217,0.0, 535.0583
3218,168.41711, 695.96765
3219,3237.2444, 6771.649
3220,0.0, 477.2337
3221,2119.1614, 3161.0715
3222,3536.5283, 5703.589
3223,1517.7218, 4928.741
3224,306.3583, 3941.1274
3225,1536.5497, 2313.0408
3226,1532.5166, 941.50555
3227,1117.8002, 3168.7324
3228,1042.7162, 563.95917
3229,2964.112, 5723.1562
3230,0.0, 779.7412
3231,1251.2368, 441.42322
3232,2575.1543, 5836.029
3233,2066.3647, 5450.6235
3234,1576.8374, 5452.2725
3235,3636.3772, 5911.245
3236,1222.6846, 945.6125
3237,848.3359, 628.61194
3238,599.72986, 760.52264
3239,489.62717, 620.36084
3240,1140.9811, 643.7371
3241,311.87363, 617.6103
3242,3339.2095, 5663.254
3243,2349.161, 5170.723
3244,1078.2264, 5754.145
3245,0.0, 1042.7162
3246,3297.022, 5582.1445
3247,0.0, 1262.1074
3248,445.55573, 2202.169
3249,1397.6631, 5958.3394
3250,2236.3796, 2417.0479
3251,0.0, 695.96765
3252,438.66815, 4478.5454
3253,2499.783, 5308.155
3254,1689.1855, 3247.3499
3255,2496.1624, 1682.5184
3256,0.0, 1287.9104
3257,665.7328, 1045.4487
3258,3912.1775, 7381.269
3259,0.0, 479.9879
3260,2013.2562, 2588.1807
3261,1340.8069, 6242.871
3262,1482.7122, 3615.1792
3263,2335.4858, 6736.3276
3264,2880.9263, 4231.9736
3265,2637.5366, 5167.852
3266,1816.6328, 4348.0474
3267,2528.6465, 1796.7935
3268,1725.1401, 4918.328
3269,2616.459, 5477.2617
3270,3699.1482, 654.7356
3271,5789.0947, 2203.439
3272,1713.1643, 833.25104
3273,0.0, 489.62717
3274,1005.8116, 4730.5493
3275,667.1073, 1094.6062
3276,3920.305, 720.6971
3277,1695.85, 5416.779
3278,1575.4958, 6155.344
3279,2937.7383, 6477.299
3280,2571.5945, 5294.539
3281,956.5629, 536.4347
3282,1191.3864, 2500.9893
3283,0.0, 528.17596
3284,0.0, 4707.5146
3285,1075.4958, 963.40576
3286,1917.9913, 6042.674
3287,3648.9214, 6652.7163
3288,183.59578, 5266.4077
3289,945.6125, 1730.4597
3290,1729.13, 5423.639
3291,1012.6479, 1272.9744
3292,1026.3176, 3436.7395
3293,3139.8494, 5541.939
3294,767.38696, 1001.70935
3295,1290.6254, 500.64246
3296,0.0, 460.7071
3297,4004.9856, 5608.215
3298,2106.3142, 5279.6777
3299,357.3673, 2612.935
3300,0.0, 4859.312
3301,427.64722, 5112.9893
3302,996.23914, 797.5824
3303,288.43225, 1157.336
3304,532.3054, 3576.0894
3305,953.8255, 664.3582
3306,415.24753, 728.93854
3307,1919.3021, 2902.5068
3308,2245.222, 3619.4482
3309,1361.1262, 1281.1222
3310,0.0, 484.1191
3311,3696.4875, 6052.0347
3312,529.5525, 5910.9614
3313,48.328907, 2878.7588
3314,2883.092, 4783.286
3315,1217.2434, 526.7995
3316,338.06863, 693.2195
3317,2901.432, 4512.8984
3318,1655.8234, 3088.7886
3319,0.0, 521.2932
3320,1245.8002, 1699.8472
3321,2014.555, 1966.3842
3322,2428.0764, 3227.0815
3323,3036.4756, 5429.0605
3324,2944.093, 5559.0107
3325,2685.114, 5470.643
3326,1256.6725, 5292.3403
3327,1541.926, 842.8509
3328,1629.0869, 4551.323
3329,3077.8262, 5305.4214
3330,1971.6028, 1262.1074
3331,3918.144, 5083.142
3332,37.283127, 1055.0114
3333,2405.9963, 5018.146
3334,2053.4395, 767.38696
3335,3223.3718, 5545.811
3336,1221.3243, 3738.975
3337,2452.5, 5210.695
3338,0.0, 985.297
3339,3622.286, 5821.5913
3340,1820.5972, 440.0457
3341,220.84737, 1245.8002
3342,4043.2144, 5088.27
3343,4475.47, 6251.872
3344,2236.3796, 3938.4824
3345,2311.7913, 3456.1484
3346,899.04926, 1056.3773
3347,1638.4492, 1638.4492
3348,0.0, 805.8153
3349,974.35254, 5540.0513
3350,2037.9049, 936.0291
3351,41.425354, 5552.1367
3352,0.0, 441.42322
3353,306.3583, 1547.3009
3354,2396.1538, 5766.6133
3355,2335.4858, 712.4548
3356,0.0, 554.3264
3357,2081.8508, 1412.534
3358,1226.765, 3766.225
3359,0.0, 3451.3206
3360,2622.3252, 826.3932
3361,1101.4293, 2888.4988
3362,989.4006, 493.75803
3363,4177.1953, 5816.8003
3364,2237.6436, 1005.8116
3365,2077.9817, 643.7371
3366,1674.5144, 6430.836
3367,0.0, 3474.5054
3368,1923.2333, 5209.5396
3369,606.6073, 451.06552
3370,3518.9844, 5556.114
3371,1308.2662, 3673.6233
3372,4313.9463, 6146.72
3373,0.0, 508.90323
3374,1883.8607, 5809.191
3375,524.0464, 4732.3203
3376,2048.2642, 834.62256
3377,904.52924, 4600.4854
3378,1473.2772, 3742.8179
3379,0.0, 5255.5547
3380,0.0, 4019.6895
3381,1420.6418, 441.42322
3382,0.0, 997.60675
3383,138.05632, 651.9861
3384,1266.183, 434.5354
3385,1938.9442, 7003.2656
3386,1203.6367, 886.71747
3387,838.7369, 4435.2
3388,678.1029, 1979.4258
3389,3884.036, 6073.5117
3390,211.19026, 4363.1045
3391,2729.7952, 6597.23
3392,770.13257, 433.1578
3393,723.44434, 867.5296
3394,1263.466, 3664.7622
3395,1135.528, 579.0945
3396,1841.7202, 4499.997
3397,1917.9913, 3909.4534
3398,763.26843, 1094.6062
3399,5043.229, 6878.56
3400,1136.8914, 6507.4995
3401,1699.8472, 4494.0083
3402,0.0, 4468.717
3403,2760.3882, 6060.8594
3404,2371.4695, 3816.9739
3405,0.0, 446.9332
3406,1564.7596, 2299.2837
3407,86.98511, 5860.1074
3408,1039.9835, 5870.29
3409,0.0, 603.8564
3410,668.4818, 5316.1216
3411,2747.9585, 5821.846
3412,0.0, 1003.0768
3413,1923.2333, 4862.4126
3414,1217.2434, 800.32684
3415,422.13638, 497.88873
3416,1150.5223, 515.78674
3417,0.0, 3392.1099
3418,479.9879, 5779.3423
3419,1751.7194, 623.11127
3420,4476.59, 6526.3193
3421,1510.9935, 3139.8494
3422,1253.9547, 5242.9614
3423,967.5111, 507.52646
3424,3421.1885, 6814.0913
3425,3444.8582, 5224.116
3426,1465.187, 683.60016
3427,2936.6775, 6438.227
3428,1774.2743, 4958.339
3429,2403.5374, 629.98706
3430,1348.9364, 2250.2698
3431,2090.8716, 3707.7532
3432,0.0, 3041.5596
3433,986.6649, 1324.5411
3434,1222.6846, 5597.5933
3435,0.0, 937.39825
3436,3584.151, 6513.7715
3437,303.6006, 602.4809
3438,103.55005, 5271.4165
3439,3952.68, 5512.5303
3440,215.32909, 5722.216
3441,384.93234, 811.30334
3442,3309.4385, 6395.0977
3443,1440.8998, 1924.5433
3444,379.41977, 2847.1418
3445,1595.6104, 400.0908
3446,665.7328, 2119.1614
3447,109.07143, 475.85657
3448,135.29602, 5136.3765
3449,2375.1792, 6283.352
3450,1767.6442, 517.1634
3451,0.0, 1725.1401
3452,2157.5825, 778.3686
3453,2454.9358, 5197.087
3454,2208.5166, 2812.9578
3455,3386.2263, 6368.137
3456,99.40893, 5020.0796
3457,812.6753, 5535.682
3458,1566.1019, 5109.1772
3459,0.0, 5545.9243
3460,1151.8851, 2170.3484
3461,1477.3213, 946.98145
3462,4938.5586, 5746.501
3463,1346.2268, 485.49615
3464,3388.7505, 3390.4312
3465,842.8509, 1168.2355
3466,2142.236, 2919.6477
3467,1552.6744, 5225.34
3468,0.0, 1802.0868
3469,2894.9731, 4474.9097
3470,910.0087, 464.83896
3471,1101.4293, 5308.4023
3472,0.0, 5252.136
3473,2584.632, 5164.7617
3474,2465.8828, 4599.065
3475,3915.4365, 6150.2056
3476,1012.6479, 4653.5903
3477,967.5111, 5035.8535
3478,0.0, 464.83896
3479,2917.5112, 5593.9243
3480,1116.4363, 4694.9834
3481,1377.371, 6357.033
3482,1072.7651, 2328.0134
3483,0.0, 3187.7527
3484,518.54004, 4522.43
3485,1824.5603, 535.0583
3486,437.2906, 953.8255
3487,2161.4146, 518.54004
3488,2735.4817, 5964.868
3489,0.0, 646.4869
3490,2541.8142, 4828.195
3491,748.1652, 2081.8508
3492,0.0, 5705.0415
3493,2539.423, 1988.5452
3494,3956.847, 5196.694
3495,0.0, 6255.74
3496,0.0, 594.2275
3497,4630.5967, 6961.039
3498,1580.8618, 4739.75
3499,1316.4048, 5273.077
3500,354.61053, 4733.3027
3501,0.0, 519.9166
3502,1908.8123, 5991.8604
3503,0.0, 500.64246
3504,3338.3416, 5827.248
3505,1778.2509, 5050.7686
3506,1005.8116, 4055.9236
3507,0.0, 694.59357
3508,662.9836, 2070.2388
3509,354.61053, 863.4172
3510,2523.8486, 6028.6064
3511,3589.2544, 6132.399
3512,2213.5908, 5027.505
3513,0.0, 1563.4171
3514,5347.264, 2500.9893
3515,3009.8552, 1143.7074
3516,1362.4803, 5688.373
3517,0.0, 831.8795
3518,1942.8685, 5350.4434
3519,1812.6674, 5642.888
3520,1587.567, 1976.8188
3521,0.0, 4005.4795
3522,1638.4492, 376.66342
3523,2429.3003, 3743.457
3524,3240.9258, 2198.3577
3525,0.0, 855.19147
3526,829.1364, 459.32977
3527,4994.2217, 6013.8887
3528,2133.2705, 4241.833
3529,1723.8099, 819.53455
3530,325.66104, 495.13495
3531,367.0157, 5630.272
3532,1798.1171, 5746.8296
3533,803.0711, 3346.1357
3534,1547.3009, 3933.1711
3535,2634.0315, 4203.651
3536,430.40253, 518.54004
3537,2189.4568, 6021.1733
3538,0.0, 636.86237
3539,2478.0173, 5809.0425
3540,1151.8851, 761.89557
3541,3849.8928, 6869.547
3542,2032.721, 3086.7996
3543,2655.0134, 5978.0327
3544,979.8251, 5586.043
3545,59.374184, 667.1073
3546,979.8251, 5797.1055
3547,2139.6755, 5252.8574
3548,734.4324, 2759.2603
3549,5403.9697, 4456.1772
3550,2185.6392, 1482.7122
3551,833.25104, 511.65668
3552,0.0, 1635.7748
3553,829.1364, 6071.672
3554,3949.543, 4531.0615
3555,2027.5343, 4555.8633
3556,886.71747, 532.3054
3557,429.02487, 3531.2134
3558,0.0, 398.71283
3559,1447.6487, 634.1123
3560,412.49188, 787.9762
3561,2092.1597, 3270.105
3562,1200.9148, 402.8467
3563,1218.6038, 4962.1416
3564,1780.9014, 4939.576
3565,3979.954, 5861.1675
3566,1477.3213, 555.7026
3567,109.07143, 4789.2886
3568,2316.7874, 572.215
3569,2983.971, 5490.9136
3570,0.0, 537.8111
3571,557.07874, 503.39612
3572,1450.3477, 510.27997
3573,4737.9976, 1168.2355
3574,3341.8103, 5703.015
3575,1850.9506, 1623.7347
3576,0.0, 587.3491
3577,3452.1265, 5774.3687
3578,0.0, 508.90323
3579,1541.926, 395.95685
3580,0.0, 767.38696
3581,1663.8363, 5437.41
3582,251.19489, 901.7893
3583,738.5525, 6032.8066
3584,438.66815, 3942.1833
3585,1921.923, 6034.0713
3586,46.94821, 442.80075
3587,0.0, 541.9402
3588,4861.7607, 6091.591
3589,823.64984, 1754.3748
3590,1440.8998, 4264.8784
3591,3630.0562, 5810.1196
3592,673.97974, 440.0457
3593,4591.681, 5852.6357
3594,2696.6252, 620.36084
3595,2255.3135, 4515.0273
3596,1226.765, 431.78018
3597,2892.8167, 4546.246
3598,930.5521, 6394.141
3599,6360.9233, 2072.8206
3600,3407.965, 6447.259
3601,287.05322, 473.10226
3602,2687.4192, 5454.639
3603,3449.7078, 5831.206
3604,1427.3962, 711.081
3605,270.50418, 640.98724
3606,1031.7844, 680.85156
3607,2261.613, 3250.0962
3608,2062.489, 3359.899
3609,3109.561, 5149.8267
3610,4915.173, 1833.8031
3611,829.1364, 3547.847
3612,1889.118, 1997.6564
3613,0.0, 900.4193
3614,569.46313, 529.5525
3615,0.0, 1149.1594
3616,4332.0234, 5539.593
3617,0.0, 684.9744
3618,1052.2794, 4628.097
3619,1362.4803, 4005.4795
3620,1016.7492, 459.32977
3621,635.4873, 4217.7383
3622,1786.2007, 5974.121
3623,2076.6917, 3426.9368
3624,3452.1265, 4780.7236
3625,1061.8406, 416.62534
3626,2846.0454, 3483.2012
3627,1861.4915, 986.6649
3628,1831.163, 423.51413
3629,724.81793, 730.3121
3630,1798.1171, 3939.012
3631,1774.2743, 4060.1208
3632,1241.722, 441.42322
3633,424.8918, 3681.7441
3634,0.0, 441.42322
3635,0.0, 468.97067
3636,905.8992, 631.3622
3637,0.0, 1469.2324
3638,0.0, 423.51413
3639,2877.6746, 5192.849
3640,296.70605, 1245.8002
3641,2208.5166, 882.60626
3642,2061.1968, 673.97974
3643,2432.9705, 5493.819
3644,1982.0322, 624.48645
3645,3713.0168, 5189.4785
3646,1703.8435, 2142.236
3647,1895.6864, 5759.4443
3648,713.82855, 2993.3218
3649,555.7026, 3406.304
3650,2157.5825, 4723.22
3651,0.0, 382.1761
3652,1121.892, 3238.1653
3653,3587.7983, 6679.9375
3654,2032.721, 2544.2043
3655,273.26248, 3176.363
3656,4530.281, 5993.8184
3657,3943.7651, 1825.8811
3658,0.0, 526.7995
3659,2804.0723, 5699.964
3660,2186.9119, 561.20703
3661,423.51413, 455.19772
3662,818.1628, 500.64246
3663,4417.268, 6882.883
3664,3303.2417, 6322.016
3665,0.0, 416.62534
3666,2041.7909, 1979.4258
3667,0.0, 977.08887
3668,2548.9802, 5986.227
3669,1771.6226, 453.82034
3670,3871.6492, 5492.399
3671,6497.1367, 4350.028
3672,0.0, 495.13495
3673,0.0, 413.86972
3674,0.0, 3089.7825
3675,1976.8188, 874.3831
3676,6704.003, 1393.606
3677,4293.3315, 6422.2773
3678,3252.8381, 5376.6577
3679,3944.818, 5470.771
3680,1824.5603, 3673.6233
3681,4112.531, 6234.349
3682,1340.8069, 3346.1357
3683,0.0, 1262.1074
3684,717.94977, 5490.666
3685,779.7412, 4338.7393
3686,1370.6035, 3922.9993
3687,0.0, 424.8918
3688,2568.0317, 719.3234
3689,1310.9794, 3330.5095
3690,0.0, 1053.6454
3691,205.67169, 503.39612
3692,905.8992, 1849.6324
3693,1517.7218, 506.1497
3694,1226.765, 3382.8542
3695,488.25018, 2844.9485
3696,1030.4178, 445.55573
3697,2650.3608, 6823.676
3698,1312.3358, 734.4324
3699,1759.684, 5506.5767
3700,3740.2573, 5532.1533
3701,3679.0435, 6123.4194
3702,716.57605, 1007.1789
3703,0.0, 486.87317
3704,1423.3438, 533.6819
3705,804.44324, 631.3622
3706,819.53455, 5460.6475
3707,1739.7645, 868.9004
3708,1745.079, 3411.282
3709,0.0, 5127.3623
3710,555.7026, 419.3809
3711,2526.248, 3493.4084
3712,1465.187, 808.5594
3713,0.0, 5461.1025
3714,0.0, 3064.7986
3715,794.8379, 4656.4404
3716,4472.3823, 5757.7505
3717,3501.987, 5931.171
3718,0.0, 790.72095
3719,838.7369, 900.4193
3720,0.0, 700.0898
3721,154.61731, 568.08716
3722,778.3686, 3382.8542
3723,0.0, 1191.3864
3724,479.9879, 4381.687
3725,3941.1274, 5568.718
3726,0.0, 1256.6725
3727,1063.2063, 2934.555
3728,3493.4084, 6268.448
3729,1932.4008, 3472.9185
3730,2311.7913, 2773.8938
3731,2251.531, 938.7674
3732,1024.9508, 479.9879
3733,1600.9707, 3033.4197
3734,0.0, 4728.1807
3735,382.1761, 5193.837
3736,4131.197, 513.0334
3737,1505.6094, 6398.4966
3738,0.0, 373.90698
3739,117.353226, 379.41977
3740,829.1364, 2344.192
3741,812.6753, 669.8563
3742,0.0, 3507.4182
3743,911.37854, 4874.0347
3744,422.13638, 656.11035
3745,0.0, 3075.8271
3746,285.6742, 3467.3506
3747,3139.8494, 6655.7393
3748,3813.3848, 5411.8125
3749,4957.3496, 6516.2295
3750,2146.0754, 5438.2188
3751,444.17825, 397.33484
3752,874.3831, 610.7336
3753,0.0, 5353.7607
3754,2670.0945, 4406.6113
3755,925.0746, 971.6161
3756,925.0746, 4921.9165
3757,2666.6199, 5619.9717
3758,3456.9517, 6260.4565
3759,1606.3295, 416.62534
3760,1080.9569, 3586.3406
3761,122.874245, 4858.8213
3762,0.0, 550.1978
3763,4353.6455, 6472.447
3764,3236.3228, 5005.3706
3765,0.0, 785.23126
3766,2844.9485, 2401.0774
3767,881.23584, 555.7026
3768,1347.5817, 612.10895
3769,1537.8939, 1108.2513
3770,1097.3356, 4587.359
3771,1639.7864, 3523.5833
3772,0.0, 415.24753
3773,434.5354, 580.4703
3774,662.9836, 1340.8069
3775,415.24753, 455.19772
3776,4186.509, 6812.919
3777,1031.7844, 4829.3916
3778,2361.5652, 5934.2124
3779,229.12448, 634.1123
3780,1232.2047, 5812.3423
3781,1763.6646, 5109.514
3782,1000.34186, 3474.5054
3783,4334.044, 1579.5204
3784,2221.1953, 5531.631
3785,1435.4993, 1211.8014
3786,1768.9703, 2128.1426
3787,4407.5303, 6348.378
3788,236.02177, 1407.1274
3789,3754.267, 6127.2617
3790,1840.401, 3496.5342
3791,1012.6479, 2828.4446
3792,2039.2004, 4262.6763
3793,424.8918, 675.3541
3794,0.0, 4400.146
3795,2218.6614, 4962.703
3796,0.0, 1754.3748
3797,0.0, 4602.139
3798,0.0, 397.33484
3799,1894.373, 6132.245
3800,650.6113, 5770.028
3801,1361.1262, 449.6881
3802,632.73724, 400.0908
3803,2800.7336, 5540.2803
3804,0.0, 4784.016
3805,1427.3962, 2867.8962
3806,2142.236, 5150.5654
3807,2264.131, 737.17914
3808,3983.4988, 6262.1626
3809,990.7684, 1232.2047
3810,1428.747, 778.3686
3811,0.0, 459.32977
3812,0.0, 4271.813
3813,2018.4507, 1290.6254
3814,4379.785, 6302.5845
3815,1783.5513, 617.6103
3816,623.11127, 3810.3845
3817,929.1828, 378.0416
3818,1602.3105, 772.878
3819,1298.7686, 561.20703
3820,0.0, 415.24753
3821,535.0583, 420.75864
3822,800.32684, 6084.2954
3823,994.8715, 4213.8486
3824,1739.7645, 5252.497
3825,1681.1847, 660.2344
3826,1615.7036, 6428.883
3827,0.0, 413.86972
3828,5450.293, 481.365
3829,3242.7634, 5263.49
3830,1560.732, 2008.059
3831,1510.9935, 550.1978
3832,93.887314, 996.23914
3833,926.44403, 406.98044
3834,2712.678, 2485.2837
3835,2044.3807, 519.9166
3836,1759.684, 5328.009
3837,1846.9956, 4505.1304
3838,940.1365, 4322.183
3839,153.23727, 724.81793
3840,2992.2844, 6339.613
3841,219.46782, 576.3428
3842,0.0, 640.98724
3843,2247.7463, 5692.021
3844,2417.0479, 6004.68
3845,2796.2764, 576.3428
3846,1811.3452, 3269.2004
3847,0.0, 587.3491
3848,3943.238, 6719.238
3849,804.44324, 6288.1323
3850,2468.312, 5169.904
3851,1617.0424, 5311.781
3852,1510.9935, 825.0215
3853,4553.0923, 5894.289
3854,829.1364, 6454.9062
3855,1347.5817, 479.9879
3856,1984.638, 3786.0747
3857,1734.4481, 4996.76
3858,990.7684, 708.3333
3859,0.0, 897.6792
3860,1210.4407, 1260.7488
3861,2325.5205, 2882.0093
3862,1766.3177, 937.39825
3863,1952.0197, 2000.258
3864,169.79704, 4446.6343
3865,2783.9858, 2346.677
3866,1958.5514, 495.13495
3867,260.8498, 5608.369
3868,536.4347, 711.081
3869,4387.9937, 6456.6357
3870,1334.0306, 518.54004
3871,1247.1594, 6957.04
3872,0.0, 484.1191
3873,2434.193, 1929.7822
3874,0.0, 412.49188
3875,0.0, 419.3809
3876,1540.582, 890.8283
3877,827.76483, 2097.3093
3878,13.809202, 550.1978
3879,1669.1763, 2621.1528
3880,1376.0176, 1955.9391
3881,2261.613, 5946.3496
3882,3684.4387, 5523.39
3883,1482.7122, 1347.5817
3884,455.19772, 4073.0554
3885,794.8379, 437.2906
3886,0.0, 1698.5149
3887,1874.6548, 4502.1626
3888,1477.3213, 789.3486
3889,1758.3568, 1245.8002
3890,5273.077, 2019.7489
3891,2568.0317, 6035.7964
3892,1108.2513, 4567.5864
3893,0.0, 511.65668
3894,574.96686, 647.8617
3895,2510.628, 4655.565
3896,0.0, 971.6161
3897,2062.489, 5517.182
3898,0.0, 554.3264
3899,1334.0306, 825.0215
3900,554.3264, 5940.341
3901,2030.1279, 4140.5947
3902,0.0, 772.878
3903,3826.4854, 5850.936
3904,0.0, 521.2932
3905,2777.2615, 5806.061
3906,2539.423, 6364.1733
3907,536.4347, 389.06665
3908,0.0, 5629.6763
3909,986.6649, 596.9787
3910,1239.003, 4509.9614
3911,3952.68, 5962.844
3912,797.5824, 4052.1763
3913,3695.8215, 5353.2217
3914,1403.0717, 2313.0408
3915,1904.876, 5016.4653
3916,731.6855, 533.6819
3917,3913.265, 6075.1777
3918,580.4703, 6152.8867
3919,910.0087, 4093.0122
3920,2072.8206, 5223.7393
3921,4377.56, 4624.2163
3922,478.6108, 4354.6294
3923,2014.555, 5016.2065
3924,1645.1337, 662.9836
3925,0.0, 4894.8384
3926,1595.6104, 3464.159
3927,3701.8027, 4599.302
3928,602.4809, 755.0307
3929,2250.2698, 5295.2983
3930,1958.5514, 6371.6753
3931,3335.735, 5396.964
3932,650.6113, 449.6881
3933,0.0, 5179.8657
3934,1022.21716, 5649.847
3935,2092.1597, 6099.89
3936,1699.8472, 6347.684
3937,1820.5972, 2386.2932
3938,3063.7932, 6305.302
3939,3889.6167, 6741.543
3940,2840.5564, 6039.6924
3941,3014.9983, 6194.8286
3942,0.0, 733.05896
3943,1055.0114, 654.7356
3944,2198.3577, 4227.384
3945,4953.093, 6047.7886
3946,3271.009, 4646.5254
3947,3106.606, 5078.5635
3948,1168.2355, 877.12427
3949,3328.764, 6005.1396
3950,0.0, 4174.749
3951,805.8153, 3424.476
3952,3033.4197, 5254.2075
3953,154.61731, 657.48505
3954,883.9767, 4278.3286
3955,3943.7651, 5505.1245
3956,1846.9956, 4744.2085
3957,3841.76, 6577.1777
3958,0.0, 1373.3107
3959,2505.811, 5043.85
3960,295.32712, 562.58307
3961,1492.1433, 3970.7783
3962,1268.8997, 1335.386
3963,2193.2727, 3849.8928
3964,1904.876, 629.98706
3965,742.67236, 2475.5928
3966,1768.9703, 3839.4246
3967,0.0, 1619.7196
3968,1127.3469, 4242.21
3969,3652.383, 5986.0317
3970,0.0, 3425.2969
3971,4702.611, 4572.027
3972,1991.1492, 2360.3262
3973,1555.3606, 690.4712
3974,2659.6604, 6110.2217
